 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"1970","05 10","QMS 05/10/04/017521","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","SLR034","Klinik Kesihatan Bukit Changgang","Jln Labohan Dagang  42700 Kuala Langat  Selangor ","KK","Batch 4","CENTRAL","PO108230","2017-02-01","SLNCES039","NBE","SELANGOR","KUALA LANGAT","2017-06-14 2:00PM","2017-06-14 2:00PM","00000898-03","Products Installed",
"1971","09 05","QMS 09/05/04/014514","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","SWK325","Klinik Pergigian Di Klinik Kesihatan Jalan Oya","Klinik Kesihatan Jalan Oya  Jalan Oya 96000 Sibu  Sarawak","KK","Batch 4","East Malaysia","PO106714","2016-09-01","SWNINB005","NBE","SARAWAK","SIBU","2017-06-14 9:00AM","2017-06-14 9:00AM","AAC08293","Products Installed",
"1972","09 05","QMS 09/05/04/014515","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","SWK325","Klinik Pergigian Di Klinik Kesihatan Jalan Oya","Klinik Kesihatan Jalan Oya  Jalan Oya 96000 Sibu  Sarawak","KK","Batch 4","East Malaysia","PO106714","2016-09-01","SWNINB006","NBE","SARAWAK","SIBU","2017-06-14 9:00AM","2017-06-14 9:00AM","AAC08294","Products Installed",
"1973","09 05","QMS 09/05/04/014516","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","SWK325","Klinik Pergigian Di Klinik Kesihatan Jalan Oya","Klinik Kesihatan Jalan Oya  Jalan Oya 96000 Sibu  Sarawak","KK","Batch 4","East Malaysia","PO106714","2016-09-01","SWNINB007","NBE","SARAWAK","SIBU","2017-06-14 9:00AM","2017-06-14 9:00AM","AAC08297","Products Installed",
"1974","09 07","QMS 09/07/04/014288","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR426","Klinik Pergigian Di Klinik Kesihatan Parit Raja","Jalan Besar Air Hitam  86400 Batu Pahat  Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD013","PBE","JOHOR","BATU PAHAT","2017-06-13 3:30PM","2017-06-13 3:30PM","A1256499","Products Installed",
"1975","09 07","QMS 09/07/04/014289","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR428","Klinik Pergigian Di Klinik Kesihatan Rengit","JKR 758  Jalan Besar Rengit  83100 Batu Pahat  Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD015","PBE","JOHOR","BATU PAHAT","2017-06-13 4:00PM","2017-06-13 4:00PM","A1256500","Products Installed",
"1976","09 07","QMS 09/07/04/014290","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR429","Klinik Pergigian Di Klinik Kesihatan Sri Medan","Ppa 14  Jalan Kg Sri Pasir  Sri Medan  83400 Batu Pahat  Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD016","PBE","JOHOR","BATU PAHAT","2017-06-13 12:00PM","2017-06-13 12:00PM","A1256501","Products Installed",
"1977","09 07","QMS 09/07/04/014291","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR427","Klinik Pergigian Di Klinik Kesihatan Tongkang Pecah","JTP 121 Jalan Besar Tongkang Pecah  83010 Batu Pahat  Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD014","PBE","JOHOR","BATU PAHAT","2017-06-13 2:00PM","2017-06-13 2:00PM","A1256504","Products Installed",
"1978","09 07","QMS 09/07/04/014292","SUP002","ADVANCE ALTIMAS SDN BHD","adval@admas.com.my","NO.11A-3 JALAN PJS 8/5 
DATARAN MENTARI, BANDAR SUNWAY 
46150 PETALING JAYA 
SELANGOR DARUL EHSAN","AZMAN BIN AHMAD","Baths, Paraffin, Dental","Renfert GmbH","HOTTY LED","Baths, Paraffin, Dental","JHR425","Klinik Pergigian Di Klinik Kesihatan Yong Peng","JKR 1446  Jalan Besar Yong Peng  83700 Yong Peng  Batu Pahat  Johor","KK","Batch 4","SOUTHERN","PO106676","2016-09-01","JHPBAD012","PBE","JOHOR","BATU PAHAT","2017-06-13 10:00AM","2017-06-13 10:00AM","A1256505","Products Installed",
"1979","08 04","QMS 08/04/04/014487","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Electrosurgical Units","Parkell Inc","SENSIMATIC 700SE","Electrosurgical Units","SLR223","Klinik Pergigian Di Klinik Kesihatan Pelabuhan Klang","Pt 6 62 Jalan Limbongan Pelabuahn Klang  42000 Klang  Selangor ","KK","Batch 4","CENTRAL","PO106847","2016-09-01","SLNELU002","NBE","SELANGOR","KLANG","2017-06-13 11:00AM","2017-06-13 11:00AM","72020","Products Installed",
"1980","09 05","QMS 09/05/04/014517","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Induction Burner, Wax","Amann Girrbach","NO FLAME PLUS","Induction Burner, Wax","SLR248","Klinik Pergigian Di Klinik Kesihatan Shah Alam","No  2  Persiaran Kayangan  Seksyen 7  40000 Shah Alam  Selangor ","KK","Batch 4","CENTRAL","PO106714","2016-09-01","SLNINB036","NBE","SELANGOR","PETALING","2017-06-13 10:00AM","2017-06-13 10:00AM","AAC08298","Products Installed",
"1981","09 08","QMS 09/08/04/014533","SUP005","AR DENTAL SUPPLIES SDN BHD","adminsupport@ardental.com.my","NO 28, JALAN KARTUNIS U1/47
TEMASYA INDUSTRIAL PARK, SEKSYEN U1
40150 SHAH ALAM
SELANGOR","MS MIZA","Light Polymerisation Unit","Motion Dental Equipment Corporation","BLUE-LUX K9","Light Polymerisation Unit","SLR377","Klinik Pergigian di Klinik Kesihatan Botanik","Tingkat 1 Blok A Jalan Langat 41200 Bandar Botanic Klang ","KK","Batch 4","CENTRAL","PO106734","2016-09-01","SLPLIP038","PBE","SELANGOR","KLANG","2017-06-13 12:00PM","2017-06-13 12:00PM","170217046","Products Installed",
"1982","02 04","QMS 02/04/04/017083","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG014","Klinik Kesihatan Mak Mandin","Seksyen 3  Jalan Mak Mandin 13400 Butterworth","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN099","PBE","PULAU PINANG","SEBERANG PERAI UTARA","2017-06-13 11:30AM","2017-06-13 11:30AM","3094054","Products Installed",
"1983","02 04","QMS 02/04/04/017084","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG018","Klinik Kesihatan Sungai Dua,","Jln  Mechang  Sg  Dua  Butterworth 13800 Butterworth","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN109","PBE","PULAU PINANG","SEBERANG PERAI UTARA","2017-06-13 10:00AM","2017-06-13 10:00AM","3094206","Products Installed",
"1984","02 04","QMS 02/04/04/017085","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PNG016","Klinik Kesihatan Tasek Gelugor","Jalan Hashim Awang 13300 Tasek Gelugor","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PNPSPN104","PBE","PULAU PINANG","SEBERANG PERAI UTARA","2017-06-13 9:00AM","2017-06-13 9:00AM","3094021","Products Installed",
"1985","05 10","QMS 05/10/04/017526","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","SLR039","Klinik Kesihatan Ijok","Jln Simpang 3 Ijok  Bestari Jaya  45600 Kuala Selangor  Selangor","KK","Batch 4","CENTRAL","PO108230","2017-02-01","SLNCES044","NBE","SELANGOR","KUALA SELANGOR","2017-06-13 2:00PM","2017-06-13 2:00PM","0000868-03","Products Installed",
"1986","05 10","QMS 05/10/04/017527","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Centrifuges, Tabletop Serofuge","Andreas Hettich GmbH & Co KG","EBA 280","Centrifuges, Tabletop Serofuge","SLR040","Klinik Kesihatan Kuala Selangor","Jalan Klinik  45000 Kuala Selangor  Selangor ","KK","Batch 4","CENTRAL","PO108230","2017-02-01","SLNCES045","NBE","SELANGOR","KUALA SELANGOR","2017-06-13 10:00AM","2017-06-13 10:00AM","0000857-03","Products Installed",
"1987","05 14","QMS 05/14/04/014312","SUP001","ALAM MEDIK SDN BHD ","medicalservice@chemopharm.com.my","2nd FLOOR WISMA PRIMA ,
17 JALAN SRI SEMANTAN SATU
DAMANSARA HEIGHTS
50490 KUALA LUMPUR
","Mohd Shazuan Hj Mohd Azman","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","Bio-Rad Laboratories  and Chemoinformatics","D-10","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","MLK008","Klinik Kesihatan Durian Tunggal","Km 16 Padang Keladi 76100 Melaka","KK","Batch 4","SOUTHERN","PO106702","2016-09-01","MLNANT005","NBE","MELAKA","ALOR GAJAH","2017-06-12 10:00AM","2017-06-12 10:00AM","DJ6E038605","Products Installed",
"1988","05 14","QMS 05/14/04/014305","SUP001","ALAM MEDIK SDN BHD ","medicalservice@chemopharm.com.my","2nd FLOOR WISMA PRIMA ,
17 JALAN SRI SEMANTAN SATU
DAMANSARA HEIGHTS
50490 KUALA LUMPUR
","Mohd Shazuan Hj Mohd Azman","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","Bio-Rad Laboratories  and Chemoinformatics","D-10","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","JHR040","Klinik Kesihatan Bandar Tenggara","Jln Tun Abd Majid Kota Tinggi 81900","KK","Batch 4","SOUTHERN","PO106702","2016-09-01","JHNANT027","NBE","JOHOR","KOTA TINGGI","2017-06-11 11:00AM","2017-06-11 11:00AM","DJ7A055601","Products Installed",
"1989","05 14","QMS 05/14/04/014306","SUP001","ALAM MEDIK SDN BHD ","medicalservice@chemopharm.com.my","2nd FLOOR WISMA PRIMA ,
17 JALAN SRI SEMANTAN SATU
DAMANSARA HEIGHTS
50490 KUALA LUMPUR
","Mohd Shazuan Hj Mohd Azman","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","Bio-Rad Laboratories  and Chemoinformatics","D-10","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","JHR046","Klinik Kesihatan Sening","Felda Sg Mas Kota Tinggi 81900","KK","Batch 4","SOUTHERN","PO106702","2016-09-01","JHNANT028","NBE","JOHOR","KOTA TINGGI","2017-06-11 11:00AM","2017-06-11 11:00AM","DJ7A055303","Products Installed",
"1990","08 01","QMS 08/01/04/015354","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial Co.Ltd","Amax AM-1","Amalgamators","JHR545","Klinik Pergigian Di Klinik Kesihatan Kulai Besar","Batu 19  Jalan Air Hitam  81000 Kulai Jaya  Johor","KK","Batch 4","SOUTHERN","PO107356","2016-09-01","JHPAMA061","PBE","JOHOR","KULAI JAYA","2017-06-11 10:00AM","2017-06-11 10:00AM","16L1401","Products Installed",
"1991","08 01","QMS 08/01/04/015353","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial Co.Ltd","Amax AM-1","Amalgamators","JHR545","Klinik Pergigian Di Klinik Kesihatan Kulai Besar","Batu 19  Jalan Air Hitam  81000 Kulai Jaya  Johor","KK","Batch 4","SOUTHERN","PO107356","2016-09-01","JHPAMA060","PBE","JOHOR","KULAI JAYA","2017-06-11 10:30AM","2017-06-11 10:30AM","16L1400","Products Installed",
"1992","08 01","QMS 08/01/04/015352","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial Co.Ltd","Amax AM-1","Amalgamators","JHR545","Klinik Pergigian Di Klinik Kesihatan Kulai Besar","Batu 19  Jalan Air Hitam  81000 Kulai Jaya  Johor","KK","Batch 4","SOUTHERN","PO107356","2016-09-01","JHPAMA059","PBE","JOHOR","KULAI JAYA","2017-06-11 10:30AM","2017-06-11 10:30AM","16L1399","Products Installed",
"1993","08 01","QMS 08/01/04/015351","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial Co.Ltd","Amax AM-1","Amalgamators","JHR423","Klinik Pergigian Batu Pahat","JKR 909  Jalan Mohd Khalid  83000 Batu Pahat  Johor","KK","Batch 4","SOUTHERN","PO107356","2016-09-01","JHPAMA006","PBE","JOHOR","BATU PAHAT","2017-06-11 11:30AM","2017-06-11 11:30AM","16l1398","Products Installed",
"1994","08 01","QMS 08/01/04/015350","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Amalgamators","Monitex Industrial Co.Ltd","Amax AM-1","Amalgamators","JHR423","Klinik Pergigian Batu Pahat","JKR 909  Jalan Mohd Khalid  83000 Batu Pahat  Johor","KK","Batch 4","SOUTHERN","PO107356","2016-09-01","JHPAMA005","PBE","JOHOR","BATU PAHAT","2017-06-11 2:00PM","2017-06-11 2:00PM","16l1397","Products Installed",
"1995","01 07","QMS 01/07/04/015783","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","NSB003","Klinik Kesihatan Titi","Pekan Titi 71650 Titi Jelebu","KK","Batch 4","SOUTHERN","PO106624","2016-09-01","NSPNEN031","PBE","NEGERI SEMBILAN","JELEBU","2017-06-09 10:30AM","2017-06-09 10:30AM","2W16101065","Products Installed",
"1996","01 07","QMS 01/07/04/015784","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","NSB016","Klinik Kesihatan Johol","Jalan Besar  Johol  73100  Kuala Pilah","KK","Batch 4","SOUTHERN","PO106624","2016-09-01","NSPNEN036","PBE","NEGERI SEMBILAN","KUALA PILAH","2017-06-09 3:00PM","2017-06-09 3:00PM","2W16101067","Products Installed",
"1997","07 06B","QMS 07/06B/04/015662","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Elec)","B Medical Systems Sarl","TCW3000AC","Freezers, laboratory Vaccine (Elec)","MLK022","Klinik Kesihatan Tengkera","Jalan Tengkera 75200 Tengkera","KK","Batch 4","SOUTHERN","PO106895","2016-09-01","MLNFRV005","NBE","MELAKA","MELAKA TENGAH","2017-06-08 9:00AM","2017-06-08 9:00AM","7143689","Products Installed",
"1998","05 02","QMS 05/02/04/017032","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","SLR025","Klinik Kesihatan Pandamaran","Persiaran Raja Muda Musa  42000 Pelabohan Klang  Selangor ","KK","Batch 4","CENTRAL","PO108229","2017-02-01","SLNCET024","NBE","SELANGOR","KLANG","2017-06-08 2:00PM","2017-06-08 2:00PM","5804GG665480","Products Installed",
"1999","05 02","QMS 05/02/04/017033","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","SLR044","Klinik Kesihatan Kelana Jaya","Lot 38294  Jalan Ss 6 3A  47301 Petaling Jaya  Selangor","KK","Batch 4","CENTRAL","PO108229","2017-02-01","SLNCET030","NBE","SELANGOR","PETALING","2017-06-08 12:00PM","2017-06-08 12:00PM","5804GG565452","Products Installed",
"2000","05 02","QMS 05/02/04/017034","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","SLR045","Klinik Kesihatan Medan Maju Jaya","Jalan Pjs 2C 5  Taman Dato Harun  46000 Petaling Jaya   Selangor","KK","Batch 4","CENTRAL","PO108229","2017-02-01","SLNCET031","NBE","SELANGOR","PETALING","2017-06-08 11:00AM","2017-06-08 11:00AM","5804gg265491","Products Installed",
"2001","05 02","QMS 05/02/04/017035","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","SLR047","Klinik Kesihatan Puchong","Batu 14  Puchong  47100 Petaling  Selangor ","KK","Batch 4","CENTRAL","PO108229","2017-02-01","SLNCET032","NBE","SELANGOR","PETALING","2017-06-08 8:30AM","2017-06-08 8:30AM","5804gg465485","Products Installed",
"2002","05 02","QMS 05/02/04/017039","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","WKL009","Klinik Kesihatan Petaling Bahagia","Batu 6  Jalan Puchong  58200  Kuala Lumpur","KK","Batch 4","CENTRAL","PO108229","2017-02-01","WKNCET008","NBE","W.P KUALA LUMPUR","LEMBAH PANTAI","2017-06-08 10:00AM","2017-06-08 10:00AM","5804GG665467","Products Installed",
"2003","05 02","QMS 05/02/04/017030","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","SLR001","Klinik Kesihatan Au2","Jalan Au2 Taman  Seri Keramat  Gombak  54200 KualaLumpur","KK","Batch 4","CENTRAL","PO108229","2017-02-01","SLNCET003","NBE","SELANGOR","GOMBAK","2017-06-07 9:30AM","2017-06-07 9:30AM","580GG065459","Products Installed",
"2004","05 02","QMS 05/02/04/017031","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","SLR186","Klinik Kesihatan Gombak Setia","Jalan Sekolah  53000 Gombak  Selangor","KK","Batch 4","CENTRAL","PO108229","2017-02-01","SLNCET037","NBE","SELANGOR","GOMBAK","2017-06-07 11:30AM","2017-06-07 11:30AM","5804GG365494","Products Installed",
"2005","05 02","QMS 05/02/04/017036","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","SLR043","Klinik Kesihatan Seri Kembangan","Jln Besar Seri Kembangan  43300 Seri Kembangan  Selangor","KK","Batch 4","CENTRAL","PO108229","2017-02-01","SLNCET029","NBE","SELANGOR","PETALING","2017-06-07 3:30PM","2017-06-07 3:30PM","5804gg965490","Products Installed",
"2006","05 02","QMS 05/02/04/017037","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","WKL010","Klinik Kesihatan Bandar Baru Sentul","Tingkat 2  Kompleks Komuniti   Penigaan Bandar Baru Sentul  Jalan 3 48A Bandar B","KK","Batch 4","CENTRAL","PO108229","2017-02-01","WKNCET016","NBE","W.P KUALA LUMPUR","KEPONG","2017-06-07 2:00PM","2017-06-07 2:00PM","5804GG065484","Products Installed",
"2007","05 02","QMS 05/02/04/017038","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","WKL002","Klinik Kesihatan Batu","98  Tingkat 1  Batu 4 1 2  Jalan Ipoh  51200  Kuala Lumpur","KK","Batch 4","CENTRAL","PO108229","2017-02-01","WKNCET014","NBE","W.P KUALA LUMPUR","KEPONG","2017-06-07 12:30PM","2017-06-07 12:30PM","5804GG565488","Products Installed",
"2008","05 02","QMS 05/02/04/017040","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","WKL013","Klinik Kesihatan Tanglin","Jalan Cenderasari  50590 Kuala Lumpur","KK","Batch 4","CENTRAL","PO108229","2017-02-01","WKNCET006","NBE","W.P KUALA LUMPUR","LEMBAH PANTAI","2017-06-07 2:30PM","2017-06-07 2:30PM","5804GG365470","Products Installed",
"2009","05 02","QMS 05/02/04/017041","SUP034","MEDIGENE SDN BHD","nik@mdgsb.com","No 99, Jalan BP 6/3, Bandar Bukit Puchong,
47120 Puchong, Selangor Darul Ehsan
","Mr Tan Hooi Khoon","Centrifuges, Tabletop","Eppendorf AG","5804","Centrifuges, Tabletop","WKL011","Klinik Kesihatan Setapak","Tingkat 2  Wisma Sri Rampai  Blok Pasifik  Jalan 34 26  Tmn Sri Rampai  KL","KK","Batch 4","CENTRAL","PO108229","2017-02-01","WKNCET010","NBE","W.P KUALA LUMPUR","TITIWANGSA","2017-06-07 10:00AM","2017-06-07 10:00AM","5804GG965465","Products Installed",
"2010","05 14","QMS 05/14/04/014313","SUP001","ALAM MEDIK SDN BHD ","medicalservice@chemopharm.com.my","2nd FLOOR WISMA PRIMA ,
17 JALAN SRI SEMANTAN SATU
DAMANSARA HEIGHTS
50490 KUALA LUMPUR
","Mohd Shazuan Hj Mohd Azman","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","Bio-Rad Laboratories  and Chemoinformatics","D-10","Analyzers, Laboratory, Glycated Hemoglobin (LIS)","MLK020","Klinik Kesihatan Jalan Gereja","Jalan Gereja 75000 Melaka","KK","Batch 4","SOUTHERN","PO106702","2016-09-01","MLNANT012","NBE","MELAKA","MELAKA TENGAH","2017-06-06 10:00AM","2017-06-06 10:00AM","DJ7B056505","Products Installed",
